Epoch,Train_Loss,Val_MSE_Norm,Val_Real_MAE,LR
52,0.9512986342112223,0.8845022916793823,0.06053972244262695,7.8e-05
53,0.9334942003091177,0.876889705657959,0.06016050465404987,7.95e-05
54,0.9374968608220419,0.8602015376091003,0.05941869504749775,8.1e-05
55,0.9256918629010519,0.8499972820281982,0.058994775637984276,8.25e-05
56,0.9078289469083151,0.8454811275005341,0.05889026075601578,8.4e-05
57,0.9345556000868479,0.8345766663551331,0.05831079185009003,8.549999999999999e-05
58,0.9199601213137308,0.8296008706092834,0.058059586212038994,8.699999999999999e-05
59,0.8747779031594595,0.8233289420604706,0.05769532360136509,8.849999999999998e-05
60,0.9006023208300272,0.8293096423149109,0.058112943544983864,8.999999999999999e-05
61,0.9298098186651865,0.8389636278152466,0.05863660201430321,9.149999999999999e-05
62,0.8939032951990763,0.8561181128025055,0.059469616040587425,9.3e-05
63,0.9333650966485342,0.8355107307434082,0.058516161516308784,9.449999999999999e-05
64,0.9244351784388224,0.8164879977703094,0.05754140205681324,9.599999999999999e-05
65,0.845691978931427,0.8255682289600372,0.057918084785342216,9.75e-05
66,0.9031933844089508,0.8682969510555267,0.05958576686680317,9.9e-05
67,0.8659898738066355,0.8670734167098999,0.05952184088528156,0.0001005
68,0.8968324959278107,0.8327421247959137,0.058184703812003136,0.000102
69,0.8508247236410776,0.8287870287895203,0.057622648775577545,0.00010349999999999998
70,0.9071221450964609,0.8448694348335266,0.05816930904984474,0.00010499999999999999
71,0.8901976048946381,0.8787141442298889,0.059993043541908264,0.00010649999999999999
72,0.8710494935512543,0.8799437582492828,0.06014622561633587,0.00010799999999999998
73,0.8861237466335297,0.8825403451919556,0.05963947810232639,0.00010949999999999999
74,0.8917198578516642,0.85502490401268,0.05828987993299961,0.00011099999999999999
75,0.8476804991563162,0.9073402583599091,0.06056268513202667,0.0001125
76,0.8719328244527181,0.9092172384262085,0.06079912185668945,0.00011399999999999999
77,0.8737900952498118,0.9426705539226532,0.0625769030302763,0.00011549999999999999
78,0.8540080686410269,0.9504817426204681,0.062433889135718346,0.000117
79,0.8768165707588196,0.9050803482532501,0.06115447171032429,0.0001185
80,0.8425676922003428,0.8919616639614105,0.06043410860002041,0.00011999999999999999
81,0.8585093319416046,0.9230456054210663,0.06201936677098274,0.0001215
82,0.8562769989172617,0.9346705675125122,0.06264981627464294,0.00012299999999999998
83,0.7813341120878855,0.8889858424663544,0.06077203527092934,0.0001245
84,0.8473964035511017,0.8809444606304169,0.06122991070151329,0.00012599999999999997
85,0.8372862040996552,0.9294120967388153,0.06201673299074173,0.00012749999999999998
86,0.8431446154912313,1.0053453743457794,0.06439378671348095,0.000129
87,0.8533089111248652,0.9937647879123688,0.06326089426875114,0.0001305
88,0.8322379340728124,1.0681221783161163,0.06561556831002235,0.00013199999999999998
89,0.7999353011449178,0.9361126124858856,0.06112121418118477,0.0001335
90,0.818031907081604,0.9015443623065948,0.06139710731804371,0.000135
91,0.7964591880639394,0.946543425321579,0.06324381195008755,0.00013649999999999998
92,0.8550916512807211,0.8940036296844482,0.06085949391126633,0.000138
93,0.7823399702707926,0.9324063062667847,0.06213887594640255,0.0001395
94,0.7541446089744568,1.0281233489513397,0.06383611634373665,0.00014099999999999998
95,0.8015422026316324,1.096087396144867,0.06636270508170128,0.0001425
96,0.7972520887851715,1.019420176744461,0.06295834481716156,0.00014399999999999998
97,0.8206502348184586,1.1044344305992126,0.06607677787542343,0.00014549999999999999
98,0.7735849718252817,1.1277992129325867,0.06748226657509804,0.000147
99,0.7619363963603973,1.1262668371200562,0.06679609417915344,0.00014849999999999998
100,0.8036118547121683,1.1198811531066895,0.06637449190020561,0.00015
101,0.7941622237364451,1.0599613189697266,0.06481213495135307,0.0001515
102,0.7688888261715571,1.091088891029358,0.06516968831419945,0.00015299999999999998
103,0.7038456896940867,1.4943234324455261,0.07962632924318314,0.0001545
104,0.801364411910375,1.294505774974823,0.07250113785266876,0.000156
105,0.7286477784315745,0.9887926876544952,0.06200181879103184,0.00015749999999999998
106,0.7909122506777445,1.0935522317886353,0.06502484530210495,0.000159
107,0.7627320090929667,1.075972557067871,0.06400743126869202,0.0001605
108,0.7635994652907053,1.0463470816612244,0.06366068124771118,0.000162
109,0.728481779495875,1.0411332845687866,0.06469867378473282,0.0001635
110,0.7496568461259207,1.1538143157958984,0.06714208051562309,0.000165
111,0.686203251282374,1.2086651921272278,0.06842465326189995,0.0001665
112,0.766910140713056,1.1035020351409912,0.06528965756297112,0.000168
113,0.7769321302572886,1.0156698822975159,0.0625777468085289,0.00016949999999999997
114,0.7451787690321604,1.1380266547203064,0.06595814228057861,0.00017099999999999998
115,0.7396485110123953,1.1172717213630676,0.06576640158891678,0.00017249999999999996
116,0.7186528543631235,1.1489798426628113,0.06783896684646606,0.00017399999999999997
117,0.6954427709182104,1.1950017213821411,0.06913271173834801,0.00017549999999999998
118,0.7198184629281362,1.0668054819107056,0.06527913361787796,0.00017699999999999997
119,0.749297688404719,1.0764772295951843,0.06458243727684021,0.00017849999999999997
120,0.6646257489919662,1.0640735626220703,0.06496763974428177,0.00017999999999999998
121,0.6900485654671987,1.0903984308242798,0.06532708927989006,0.00018149999999999997
122,0.7323854366938273,1.2065777778625488,0.06863367557525635,0.00018299999999999998
123,0.7120406925678253,1.062953233718872,0.06422632560133934,0.00018449999999999999
124,0.7222894430160522,1.2022815942764282,0.06868358328938484,0.000186
125,0.6935377816359202,1.3901305198669434,0.07416986301541328,0.00018749999999999998
126,0.6746083249648412,1.5339075326919556,0.07975520566105843,0.00018899999999999999
127,0.7019898841778437,1.2544042468070984,0.07054298743605614,0.0001905
128,0.7031472871700922,1.3865705132484436,0.07387690991163254,0.00019199999999999998
129,0.66036656498909,1.1896851658821106,0.06807169690728188,0.0001935
130,0.6516563296318054,1.3630310893058777,0.0729241631925106,0.000195
131,0.6815419594446818,1.1645876169204712,0.06696566194295883,0.00019649999999999998
132,0.6563322345415751,1.1651614904403687,0.06592700630426407,0.000198
133,0.6843781669934591,1.2378737926483154,0.06833109259605408,0.0001995
134,0.7102856238683065,1.287972331047058,0.0690150111913681,0.000201
135,0.6386481722195944,1.4751394391059875,0.07464370876550674,0.0002025
136,0.6518036226431528,1.545466959476471,0.07978739961981773,0.000204
137,0.6621714532375336,1.0878987312316895,0.06589842587709427,0.0002055
138,0.6628166337807974,1.2179927825927734,0.06856296956539154,0.00020699999999999996
139,0.6099198510249456,1.2576297521591187,0.068308986723423,0.00020849999999999997
140,0.6240869561831156,1.2502135038375854,0.06847087666392326,0.00020999999999999998
141,0.6691487928231558,1.2552656531333923,0.06923540309071541,0.00021149999999999996
142,0.6650828371445338,1.0478076934814453,0.06454243510961533,0.00021299999999999997
143,0.6702936391035715,1.123928189277649,0.06667709350585938,0.00021449999999999998
144,0.6474244793256124,1.1570695638656616,0.06895125657320023,0.00021599999999999996
145,0.6312728176514307,1.0375977456569672,0.06507936120033264,0.00021749999999999997
146,0.6774680415789286,1.0637618601322174,0.06569605693221092,0.00021899999999999998
147,0.6836346785227457,1.1135086417198181,0.06736631318926811,0.00022049999999999997
148,0.6461403369903564,1.0722493827342987,0.06507937610149384,0.00022199999999999998
149,0.5754659622907639,1.2461156845092773,0.06992748379707336,0.00022349999999999998
150,0.620641827583313,1.252246379852295,0.0702664740383625,0.000225
151,0.6178285529216131,1.2556394934654236,0.07156180217862129,0.00022649999999999998
152,0.6257931192715963,1.1084919571876526,0.06635862961411476,0.00022799999999999999
153,0.569394439458847,1.3881100416183472,0.08013131469488144,0.0002295
154,0.5796220401922861,1.2431532144546509,0.07382144778966904,0.00023099999999999998
155,0.67384139696757,1.076863944530487,0.06510190293192863,0.00023249999999999999
156,0.5754995544751486,1.254952609539032,0.06931348145008087,0.000234
157,0.5565503189961115,1.8985331058502197,0.09140055626630783,0.00023549999999999998
158,0.61602982878685,1.140236258506775,0.06753836572170258,0.000237
159,0.6226474195718765,1.1538609862327576,0.0681845024228096,0.0002385
160,0.5779329985380173,1.1410024762153625,0.0663352981209755,0.00023999999999999998
161,0.572801431020101,1.1696689128875732,0.06963389366865158,0.0002415
162,0.6260980616013209,1.1402356624603271,0.06841126084327698,0.000243
163,0.5718501557906469,1.207120954990387,0.07002178207039833,0.0002445
164,0.5740631719430288,1.1421254873275757,0.06787152215838432,0.00024599999999999996
165,0.5830419013897578,1.071735143661499,0.06527099013328552,0.00024749999999999994
166,0.5904063036044439,0.9515292346477509,0.06246987357735634,0.000249
167,0.5418634663025538,1.0387472212314606,0.06488940492272377,0.00025049999999999996
168,0.5264821797609329,1.1411630511283875,0.06775707751512527,0.00025199999999999995
169,0.5627226332823435,1.0906688570976257,0.06608311831951141,0.0002535
170,0.5461907436450323,1.0681378245353699,0.06488283723592758,0.00025499999999999996
171,0.5223031044006348,1.133506953716278,0.06647317856550217,0.00025649999999999995
172,0.581600546836853,1.1112391352653503,0.06675561890006065,0.000258
173,0.5740971118211746,1.1844790577888489,0.0695938803255558,0.00025949999999999997
174,0.596501295765241,0.9730042815208435,0.06371716037392616,0.000261
175,0.6346426606178284,1.0548239648342133,0.06579558737576008,0.0002625
176,0.6075193484624227,1.1210689544677734,0.06704187765717506,0.00026399999999999997
177,0.5715865592161814,1.0761069655418396,0.0654221624135971,0.0002655
178,0.5393515626589457,1.2948415875434875,0.07162289693951607,0.000267
179,0.5368332316478094,1.3828923106193542,0.07212086766958237,0.00026849999999999997
180,0.558801531791687,1.2462502717971802,0.06910582259297371,0.00027
181,0.5592684050401052,1.3297892808914185,0.0738229900598526,0.0002715
182,0.5497742692629496,1.1989756226539612,0.0681416466832161,0.00027299999999999997
183,0.543251613775889,1.1293889880180359,0.0662710890173912,0.0002745
184,0.557065357764562,1.2019043564796448,0.06985896453261375,0.000276
185,0.5734156668186188,1.2344656586647034,0.06804618239402771,0.00027749999999999997
186,0.5435665349165598,1.5270081758499146,0.07670703902840614,0.000279
187,0.5260979582866033,1.123922884464264,0.06712766364216805,0.0002805
188,0.5788718660672506,1.2229496836662292,0.06957270950078964,0.00028199999999999997
189,0.5278499176104864,1.1704983711242676,0.06706458330154419,0.00028349999999999995
190,0.4552292227745056,1.1878610253334045,0.07039230316877365,0.000285
191,0.5263951768477758,1.047048032283783,0.06503013148903847,0.00028649999999999997
192,0.5894044935703278,1.0811125040054321,0.0663762092590332,0.00028799999999999995
193,0.5923429578542709,1.1378204822540283,0.06693171337246895,0.0002895
194,0.5803797443707784,1.2099749445915222,0.06893590092658997,0.00029099999999999997
195,0.5582927167415619,1.286667287349701,0.07027412578463554,0.00029249999999999995
196,0.6156814495722452,1.2954365015029907,0.07030869275331497,0.000294
197,0.5610762884219488,1.282667338848114,0.0682162269949913,0.00029549999999999997
198,0.5107231189807256,1.327311933040619,0.07223744317889214,0.00029699999999999996
199,0.5600161701440811,1.1908944845199585,0.06731365993618965,0.0002985
200,0.49867918093999225,1.293524444103241,0.06875841692090034,0.0003
201,0.5391822109619776,1.2037983536720276,0.07165930420160294,0.0002999997722985365
202,0.529521202047666,1.0617333352565765,0.06482302397489548,0.0002999990891948396
203,0.49208852648735046,1.0741009712219238,0.06444379314780235,0.00029999795069099027
204,0.5142974158128103,1.0735628604888916,0.0642678253352642,0.00029999635679045647
205,0.5308816532293955,1.137695461511612,0.06632758677005768,0.00029999430749809354
206,0.6386372447013855,1.7379971742630005,0.08095607161521912,0.000299991802820144
207,0.6675479710102081,1.483577013015747,0.07388010993599892,0.0002999888427642375
208,0.5840806365013123,1.2842140197753906,0.0725279301404953,0.00029998542733939093
209,0.6177308410406113,1.4244260787963867,0.0765150785446167,0.00029998155655600826
210,0.6037532091140747,1.5906870365142822,0.08264926820993423,0.00029997723042588046
211,0.5734232018391291,1.7496270537376404,0.08715448901057243,0.0002999724489621858
212,0.5195259501536688,1.4179028272628784,0.07427419722080231,0.00029996721217948936
213,0.5150836408138275,1.254203200340271,0.07067577913403511,0.00029996152009374336
214,0.5752304196357727,1.2093072533607483,0.06919839233160019,0.00029995537272228687
215,0.5327891459067663,1.0307524800300598,0.0642373077571392,0.0002999487700838458
216,0.5424314141273499,1.443423569202423,0.0749552845954895,0.0002999417121985329
217,0.5429450968901316,1.1461033821105957,0.0669553205370903,0.0002999341990878479
218,0.5015250990788142,1.168864369392395,0.0675952322781086,0.0002999262307746768
219,0.4859445293744405,1.0812344253063202,0.06634518131613731,0.0002999178072832927
220,0.4565206269423167,1.1607144474983215,0.06887586414813995,0.0002999089286393548
221,0.5193277398745219,1.271591067314148,0.070156030356884,0.00029989959486990904
222,0.4737267742554347,1.1290202140808105,0.06905984878540039,0.0002998898060033878
223,0.4677108774582545,1.018973559141159,0.06674902886152267,0.0002998795620696096
224,0.5147674381732941,1.1548169255256653,0.06787698343396187,0.0002998688630997793
225,0.511154517531395,1.1465176939964294,0.06771427765488625,0.0002998577091264877
226,0.4787767082452774,1.0532562732696533,0.06615004688501358,0.00029984610018371185
227,0.5305748879909515,1.0466809272766113,0.0645052120089531,0.0002998340363068145
228,0.47485655546188354,1.120140254497528,0.06674541160464287,0.00029982151753254435
229,0.4904304693142573,1.2186431884765625,0.06918961182236671,0.0002998085438990358
230,0.48407795031865436,1.217402458190918,0.06848789379000664,0.00029979511544580873
231,0.4470559358596802,1.2690264582633972,0.0697985365986824,0.0002997812322137686
232,0.4933263460795085,1.1408785581588745,0.06709273532032967,0.0002997668942452061
233,0.46258623401323956,1.046017050743103,0.06465134397149086,0.0002997521015837972
234,0.48749202986558277,1.2741637229919434,0.06885814294219017,0.0002997368542746029
235,0.44728679955005646,1.307307243347168,0.07139292359352112,0.0002997211523640691
236,0.4613366524378459,1.1003958582878113,0.06555432453751564,0.0002997049959000266
237,0.4505782077709834,1.2190185189247131,0.06765742599964142,0.00029968838493169074
238,0.4951328883568446,1.5045759081840515,0.0747256651520729,0.00029967131950966146
239,0.4851190199454625,1.6447346210479736,0.07640434056520462,0.000299653799685923
240,0.5063058535257975,1.508646845817566,0.07380109280347824,0.00029963582551384367
241,0.483504851659139,1.4899147152900696,0.07261770591139793,0.0002996173970481761
242,0.5086042682329813,1.8969286680221558,0.08006953075528145,0.00029959851434505644
243,0.6043185989061991,1.2395851612091064,0.0690026544034481,0.0002995791774620048
244,0.5747812191645304,0.9471032917499542,0.06263435818254948,0.00029955938645792455
245,0.6189501235882441,1.076550543308258,0.06652596965432167,0.0002995391413931026
246,0.5870822072029114,1.1615522503852844,0.0697302296757698,0.00029951844232920893
247,0.5415968000888824,1.1344944834709167,0.06855466216802597,0.00029949728932929644
248,0.5266580681006113,1.1258293390274048,0.0678953044116497,0.0002994756824578009
249,0.5356167952219645,1.1796937584877014,0.06921388953924179,0.00029945362178054045
250,0.48306020597616833,1.1267538666725159,0.06781668961048126,0.0002994311073647159
251,0.4998266448577245,1.1346388459205627,0.06740246340632439,0.00029940813927891005
252,0.4920388360818227,1.080492377281189,0.06615511327981949,0.0002993847175930875
253,0.4338108350833257,1.1317301392555237,0.06753268092870712,0.000299360842378595
254,0.492804820338885,1.2780441045761108,0.07238493114709854,0.0002993365137081604
255,0.519603098432223,1.2418171763420105,0.06992980092763901,0.00029931173165589323
256,0.4936081866423289,1.3189911842346191,0.07278484106063843,0.0002992864962972837
257,0.4807707568009694,1.5711630582809448,0.08121757581830025,0.0002992608077092033
258,0.4308817684650421,1.2839849591255188,0.07292075455188751,0.00029923466596990385
259,0.466448242465655,1.3430695533752441,0.07418058812618256,0.0002992080711590175
260,0.5052641977866491,1.0982528328895569,0.06708726286888123,0.0002991810233575568
261,0.4322477380434672,1.1007131338119507,0.06605590879917145,0.00029915352264791407
262,0.4439568469921748,1.2063043117523193,0.06854690238833427,0.00029912556911386115
263,0.42104263603687286,1.2789320945739746,0.07206078991293907,0.0002990971628405494
264,0.44915367662906647,1.0966019034385681,0.0663747489452362,0.0002990683039145091
265,0.4486415535211563,1.0609852075576782,0.06612090393900871,0.00029903899242364983
266,0.4194899300734202,1.3544847965240479,0.07284878566861153,0.0002990092284572592
267,0.4583768844604492,1.2191784381866455,0.06900164484977722,0.00029897901210600364
268,0.4719765434662501,1.091356635093689,0.06624998897314072,0.00029894834346192725
269,0.45671867330869037,1.154968798160553,0.06732859462499619,0.0002989172226184521
270,0.4589191327492396,1.1646068692207336,0.06761182099580765,0.00029888564967037764
271,0.4600858936707179,1.1102734804153442,0.06725772470235825,0.0002988536247138805
272,0.43684688707192737,1.2132689952850342,0.06778322532773018,0.00029882114784651444
273,0.44123968482017517,1.2458900809288025,0.06879044324159622,0.0002987882191672094
274,0.398167351881663,1.1517552733421326,0.06675214692950249,0.000298754838776272
275,0.41355573137601215,1.1084395051002502,0.06595402583479881,0.0002987210067753846
276,0.4367721875508626,1.1703128814697266,0.06773621216416359,0.00029868672326760547
277,0.39970681071281433,1.2649829387664795,0.06908939406275749,0.000298651988357368
278,0.432651753226916,1.4824365377426147,0.07533187419176102,0.0002986168021504808
279,0.4138886382182439,1.245848298072815,0.06925255060195923,0.00029858116475412714
280,0.4282066027323405,1.1852807402610779,0.06787984073162079,0.00029854507627686476
281,0.43881618479887646,1.2558977603912354,0.06812214106321335,0.00029850853682862534
282,0.4134482592344284,1.1803325414657593,0.06663009151816368,0.0002984715465207144
283,0.4028676400581996,1.1654092073440552,0.0676019936800003,0.0002984341054658109
284,0.4424419353405635,1.1010798215866089,0.0658937357366085,0.00029839621377796677
285,0.41635916630427044,1.1724556684494019,0.06834506615996361,0.00029835787157260653
286,0.3766847799221675,1.2238267064094543,0.06882830336689949,0.00029831907896652734
287,0.41314629713694256,1.1690728068351746,0.06749562919139862,0.00029827983607789814
288,0.43365474541982013,1.187091886997223,0.06870881468057632,0.00029824014302625964
289,0.39108404517173767,1.1833613514900208,0.06741785630583763,0.00029819999993252363
290,0.4334608018398285,1.2683711647987366,0.0702650360763073,0.00029815940691897306
291,0.4563253273566564,1.256523847579956,0.06949997320771217,0.00029811836410926124
292,0.47423917551835376,1.1680033802986145,0.06824778765439987,0.0002980768716284117
293,0.44968752066294354,1.225783348083496,0.069870725274086,0.00029803492960281766
294,0.4275721510251363,1.171032190322876,0.06892431899905205,0.0002979925381602419
295,0.4049339642127355,1.1603851914405823,0.06891213357448578,0.0002979496974298161
296,0.3818712383508682,1.224169909954071,0.07071143761277199,0.00029790640754204044
297,0.43613528708616894,1.1859654188156128,0.06991804391145706,0.00029786266862878355
298,0.41705139478047687,1.1189026832580566,0.0667843334376812,0.0002978184808232818
299,0.3934324085712433,1.2852391004562378,0.07189590856432915,0.00029777384426013867
300,0.38258954385916394,1.1906617879867554,0.0693368948996067,0.0002977287590753251
301,0.40329552193482715,1.1654453873634338,0.0700589157640934,0.00029768322540617824
302,0.3733254373073578,1.1943930983543396,0.07158175483345985,0.0002976372433914016
303,0.3713826835155487,1.1405242085456848,0.06790914386510849,0.0002975908131710644
304,0.38590962688128155,1.2116512656211853,0.06931023672223091,0.0002975439348866012
305,0.4173620988925298,1.255708932876587,0.0704132430255413,0.0002974966086808112
306,0.4107184459765752,1.318745493888855,0.07294753938913345,0.0002974488346978583
307,0.36092037459214527,1.133263349533081,0.06799033284187317,0.0002974006130832704
308,0.3605049302180608,1.203335464000702,0.06967028602957726,0.00029735194398393893
309,0.46996447443962097,1.1312925815582275,0.06750267371535301,0.0002973028275481183
310,0.40504591663678485,1.2051382660865784,0.06931312754750252,0.0002972532639254257
311,0.37718211114406586,1.3291701078414917,0.07192354649305344,0.0002972032532668406
312,0.34367071588834125,1.311165452003479,0.0723353773355484,0.0002971527957247041
313,0.4033193439245224,1.2687833905220032,0.07112160325050354,0.0002971018914527186
314,0.3717452436685562,1.2265969514846802,0.06890042498707771,0.0002970505406059474
315,0.3492695192495982,1.1369152665138245,0.06681325286626816,0.000296998743340814
316,0.3696790511409442,1.1147305369377136,0.06727023795247078,0.0002969464998151019
317,0.3856042226155599,1.2094670534133911,0.06841268390417099,0.00029689381018795395
318,0.399338665107886,1.1869362592697144,0.06831327453255653,0.0002968406746198719
319,0.4083203077316284,1.130146563053131,0.06804211810231209,0.00029678709327271585
320,0.436460221807162,1.1401673555374146,0.0681825652718544,0.0002967330663097039
321,0.4286508411169052,1.1710525155067444,0.06935501843690872,0.00029667859389541156
322,0.4428921987613042,1.0787416100502014,0.06647102907299995,0.00029662367619577134
323,0.419359748562177,1.0504584908485413,0.0654808059334755,0.0002965683133780719
324,0.42223623891671497,1.1536057591438293,0.06736372411251068,0.00029651250561095807
325,0.41461420555909473,1.2027019262313843,0.06854784488677979,0.00029645625306443
326,0.41979868710041046,1.2489951252937317,0.07055741921067238,0.0002963995559098427
327,0.38603174686431885,1.1220512986183167,0.06634840369224548,0.00029634241431990554
328,0.3665100733439128,1.1388531923294067,0.06562142446637154,0.0002962848284686817
329,0.3862773875395457,1.22701758146286,0.07013939693570137,0.0002962267985315876
330,0.3767080456018448,1.2094461917877197,0.06769128516316414,0.00029616832468539264
331,0.3789034237464269,1.2278227806091309,0.06776925548911095,0.0002961094071082182
332,0.41102101902167004,1.2281194925308228,0.06830355152487755,0.0002960500459795374
333,0.37749571601549786,1.1746880412101746,0.06969687715172768,0.00029599024148017466
334,0.3850002686182658,1.2074267268180847,0.06839027628302574,0.0002959299937923048
335,0.4423267642656962,1.1666549444198608,0.06691988930106163,0.00029586930309945264
336,0.3949401726325353,1.1469738483428955,0.06712667271494865,0.0002958081695864927
337,0.4094916631778081,1.245978832244873,0.06910431012511253,0.00029574659343964806
338,0.3677992324034373,1.2639277577400208,0.06887928023934364,0.00029568457484649056
339,0.3665533314148585,1.1662899255752563,0.06757620349526405,0.0002956221139959395
340,0.34563427170117694,1.1892126202583313,0.06729530170559883,0.0002955592110782614
341,0.3435395707686742,1.1805548667907715,0.06775634735822678,0.0002954958662850696
342,0.3854152162869771,1.1930771470069885,0.06794347614049911,0.00029543207980932325
343,0.3193378647168477,1.1216330528259277,0.06424238532781601,0.00029536785184532696
344,0.3052201171716054,1.0871601700782776,0.06349432468414307,0.00029530318258873034
345,0.3279898365338643,1.239092230796814,0.06731393560767174,0.00029523807223652706
346,0.3686673889557521,1.3103866577148438,0.07026472687721252,0.00029517252098705467
347,0.3612207720677058,1.4199880361557007,0.07058534026145935,0.00029510652903999357
348,0.37098225951194763,1.1861556768417358,0.0668004285544157,0.00029504009659636664
349,0.35379790763060254,1.1593456864356995,0.06729967892169952,0.0002949732238585387
350,0.3477916369835536,1.1782299280166626,0.06829623505473137,0.00029490591103021566
351,0.33583345512549084,1.141358733177185,0.06602508574724197,0.0002948381583164441
352,0.3278074562549591,1.2172351479530334,0.06774920970201492,0.00029476996592361053
353,0.33294034997622174,1.230558693408966,0.06791318580508232,0.0002947013340594408
354,0.36804963151613873,1.2381016612052917,0.06807050853967667,0.00029463226293299945
355,0.32477860649426776,1.2475340962409973,0.06773751229047775,0.0002945627527546891
356,0.39268923302491504,1.3601428270339966,0.0708259642124176,0.0002944928037362499
357,0.320552721619606,1.2115179896354675,0.06988486647605896,0.00029442241609075855
358,0.4105970710515976,1.2064882516860962,0.07075357809662819,0.00029435159003262816
359,0.35937929650147754,1.2042319774627686,0.06850722804665565,0.00029428032577760705
360,0.31405190626780194,1.1052623391151428,0.06582748144865036,0.0002942086235427787
361,0.34027199447155,1.2551905512809753,0.06926950067281723,0.00029413648354656034
362,0.35187866787115735,1.2098044753074646,0.06839670240879059,0.00029406390600870296
363,0.31673740843931836,1.2772883772850037,0.0695892833173275,0.00029399089115029044
364,0.30593809733788174,1.2469826340675354,0.06920100376009941,0.00029391743919373855
365,0.3260437498490016,1.1974044442176819,0.06799791753292084,0.00029384355036279485
366,0.3206493904193242,1.25706547498703,0.0684395395219326,0.0002937692248825374
367,0.3316894719998042,1.2932565212249756,0.06911129131913185,0.00029369446297937456
