epoch,train_loss,val_mse,val_mae,LR
44,1.7695118870053972,0.83048710964073,0.6471040926280462,2.15e-05
45,1.7422937154769897,0.8300494490724956,0.6468427737628983,2.2000000000000003e-05
46,1.8038806063788277,0.8301314275460578,0.6468381500157846,2.25e-05
47,1.7483760118484497,0.8299358634963132,0.6467870615737351,2.3000000000000003e-05
48,1.73734678540911,0.8298921158049818,0.6468759221145562,2.35e-05
49,1.7652154309409005,0.8300310512063297,0.6469007004007676,2.4e-05
50,1.789751580783299,0.8298308634094712,0.6470129773978198,2.45e-05
51,1.7955156224114555,0.8299282625425772,0.6470705406591492,2.5e-05
52,1.7717457158224923,0.8295963808548683,0.6471058874237458,2.5500000000000003e-05
53,1.7579586846487862,0.8294726119612793,0.6470296446113557,2.6000000000000002e-05
54,1.7797330107007707,0.8292658010899331,0.6471694489697584,2.6500000000000004e-05
55,1.7640492234911238,0.8291251770920245,0.6473465743075146,2.7000000000000002e-05
56,1.757851583617074,0.8292018928082712,0.6471984709856529,2.7500000000000004e-05
57,1.7486085210527693,0.8289129530902234,0.6468810938008156,2.8000000000000003e-05
58,1.7928657020841325,0.8292481048642304,0.6470440804327333,2.8499999999999998e-05
59,1.7708501304898943,0.8291040679709256,0.6471010890985608,2.9e-05
60,1.7506134169442313,0.8284744453493729,0.646986878732574,2.95e-05
61,1.7544177259717668,0.8287481326321536,0.6473293116526544,3e-05
62,1.7388035910470145,0.828969295212739,0.6479669046557158,3.05e-05
63,1.7568102053233556,0.829232622784672,0.647759351298084,3.1e-05
64,1.7522657258169991,0.8293411265354046,0.6474851941370631,3.15e-05
65,1.7892845698765345,0.8291818332735313,0.6474552577798666,3.2000000000000005e-05
66,1.753312144960676,0.828037602302713,0.6472022121604377,3.2500000000000004e-05
67,1.7736284051622664,0.8287218560606584,0.6476257706327929,3.3e-05
68,1.7951435702187675,0.8285237837748469,0.647702597086603,3.35e-05
69,1.7887685980115617,0.8283019567688812,0.6473843291602724,3.4000000000000007e-05
70,1.7517462968826294,0.8291536190972386,0.6481080599518795,3.45e-05
71,1.7452744245529175,0.8282300085165313,0.6480852446856442,3.5e-05
72,1.7786801542554582,0.829071788878884,0.6482036282844499,3.55e-05
73,1.774578332901001,0.8300490463629413,0.6479393288845017,3.6e-05
74,1.8209995712552751,0.8292637270298321,0.6481015911838326,3.65e-05
75,1.7495421511786324,0.8289579213152451,0.6488763293309673,3.7e-05
76,1.773904459817069,0.8287697645797812,0.6488425764611355,3.7500000000000003e-05
77,1.8042466299874442,0.8285037251477919,0.6488389079011463,3.8e-05
78,1.780720557485308,0.8281449306014408,0.648754374899585,3.85e-05
79,1.747634938785008,0.8287219332138789,0.6485754735249514,3.9000000000000006e-05
80,1.7380545139312744,0.828637932720819,0.6486164933204591,3.9500000000000005e-05
81,1.7552613871438163,0.8277360693637275,0.6486452248771709,4e-05
82,1.7616159575326102,0.8279981189152568,0.6486911319509883,4.05e-05
83,1.731231382914952,0.8292412040381493,0.6499723138213015,4.1e-05
84,1.7025732483182634,0.8278139290655675,0.6491056111533926,4.15e-05
85,1.7604165928704398,0.8305397117987073,0.6492817940116136,4.2e-05
86,1.7391189677374703,0.8309458950632691,0.6494438493587769,4.25e-05
87,1.7468143020357405,0.8308020209481312,0.6512808747977572,4.3e-05
88,1.7264584302902222,0.8295340207811622,0.6514652770457238,4.35e-05
89,1.7194661923817225,0.8300790408119743,0.6511343656732218,4.4000000000000006e-05
90,1.7405166796275549,0.8279000033161669,0.6495743190851972,4.4500000000000004e-05
91,1.7104789359228951,0.8323803452853472,0.6512316613302441,4.5e-05
92,1.7126325539180212,0.8330212274360905,0.6523666311915608,4.55e-05
93,1.7174294335501534,0.8320299171737028,0.6522596865410033,4.600000000000001e-05
94,1.6952566419328963,0.8308746433078342,0.6529374981563271,4.6500000000000005e-05
95,1.7517821448189872,0.835113867545458,0.654411084122527,4.7e-05
96,1.7637752294540405,0.8334005858874498,0.6527005684831103,4.75e-05
97,1.7015047073364258,0.8356662531370433,0.6541647033310933,4.8e-05
98,1.7287442513874598,0.8349187621791725,0.6548547632470753,4.85e-05
99,1.711944511958531,0.8348618485177027,0.6544000542376277,4.9e-05
100,1.723341396876744,0.8383475608206487,0.6570281839884383,4.9500000000000004e-05
101,1.6882892847061157,0.8379947860408579,0.6560715067477182,5e-05
102,1.6644509860447474,0.8364883606384431,0.6572400134498496,5.05e-05
103,1.67851756300245,0.8354839948409187,0.6576548021728205,5.1000000000000006e-05
104,1.7081931488854545,0.8357702012170332,0.6557507366365537,5.1500000000000005e-05
105,1.6820454086576189,0.8375907470306998,0.6584660153369394,5.2000000000000004e-05
106,1.7120452438082014,0.8467664376303435,0.6590465213107065,5.25e-05
107,1.6765262739998954,0.8380123110166675,0.661609681393592,5.300000000000001e-05
108,1.6726442064557756,0.8434207496481188,0.6600890504192142,5.3500000000000006e-05
109,1.6713238954544067,0.8425116668675302,0.6623144291648048,5.4000000000000005e-05
110,1.7066825117383684,0.8388998868075893,0.6585439049923827,5.45e-05
111,1.6672729083469935,0.8465277385766059,0.6653337157584615,5.500000000000001e-05
112,1.6984463589532035,0.8459697819173849,0.6658831677123022,5.550000000000001e-05
113,1.69392158303942,0.8473511694826565,0.6650438535299471,5.6000000000000006e-05
114,1.6685083423342024,0.846576745394513,0.666211782036768,5.65e-05
115,1.704007591520037,0.8556318567054673,0.6661998120928265,5.6999999999999996e-05
116,1.6392072950090681,0.8509759887394052,0.6729382052297821,5.7499999999999995e-05
117,1.6917629071644373,0.8564278818799502,0.6667732783647158,5.8e-05
118,1.6999655961990356,0.850608864065745,0.6721120890891003,5.85e-05
119,1.6687300886426653,0.8543442196823815,0.6714936315975037,5.9e-05
120,1.6423829453332084,0.8619610445921151,0.6731621737670965,5.95e-05
121,1.7055298600878035,0.8611537592833182,0.6791576494680613,6e-05
122,1.6292270592280798,0.8586755382397265,0.6691489745783126,6.05e-05
123,1.6690941538129533,0.8590653961854152,0.6757436164401597,6.1e-05
124,1.644650203841073,0.8574280907829847,0.674808152099184,6.15e-05
125,1.6445169278553553,0.8594415235809292,0.6756724542429728,6.2e-05
126,1.657599994114467,0.872001384978882,0.681657669170749,6.25e-05
127,1.6695629017693656,0.8732030618171102,0.6847917833561555,6.3e-05
128,1.6486740793500627,0.8927169877412436,0.6846679878371414,6.35e-05
129,1.6331446000507899,0.873437021847746,0.6863544434717006,6.400000000000001e-05
130,1.6583197287150793,0.872955815094238,0.678369446722441,6.450000000000001e-05
131,1.6291576964514596,0.8686887606310536,0.679996027222114,6.500000000000001e-05
132,1.6504768814359392,0.8776493507753031,0.6775056292824132,6.55e-05
133,1.6360854080745153,0.8683336576393769,0.6804246100332058,6.6e-05
134,1.6985537494931902,0.8722430143421863,0.6775115782495478,6.65e-05
135,1.6449426242283411,0.8677349994795026,0.6797562592180718,6.7e-05
136,1.6554875884737288,0.8767539958218346,0.6770359809890047,6.750000000000001e-05
137,1.6773336785180228,0.8702618536773654,0.6812937492300707,6.800000000000001e-05
138,1.6876468317849296,0.8620234518654384,0.6733771271775295,6.850000000000001e-05
139,1.650344797543117,0.8742331005756407,0.6829663260592473,6.9e-05
140,1.6162607499531336,0.8720284252159782,0.6788585833141968,6.95e-05
141,1.623885955129351,0.8777169258015843,0.6842356578000318,7e-05
142,1.617425731250218,0.8673414460458381,0.678892430583263,7.05e-05
143,1.624766503061567,0.8782216055903516,0.6855220310231116,7.1e-05
144,1.6487482956477575,0.8960054486081307,0.6916018460861827,7.15e-05
145,1.6619806289672852,0.8914556593611878,0.6917034819900539,7.2e-05
146,1.6845219816480363,0.8889693348089619,0.690138767480915,7.25e-05
147,1.6421626125063216,0.889299194779735,0.688422702860863,7.3e-05
148,1.6055693456104823,0.8879655829090225,0.690564432084906,7.35e-05
149,1.6126723630087716,0.8864198834918124,0.685858859593775,7.4e-05
150,1.7093145847320557,0.8815885893742124,0.6869136448695439,7.450000000000001e-05
151,1.5781558070863997,0.8727725465447688,0.6838185157525583,7.500000000000001e-05
152,1.6659661361149378,0.872225579529748,0.6835294292921108,7.55e-05
153,1.6225609609058924,0.8708051802706304,0.6794175750368175,7.6e-05
154,1.6467567852565221,0.8781739109823143,0.6856732552683786,7.65e-05
155,1.6079538890293665,0.8796368973062793,0.6830275158244967,7.7e-05
156,1.6638565914971488,0.8727156210833946,0.6844111084590633,7.75e-05
157,1.620855723108564,0.8889639843087682,0.6825321159040535,7.800000000000001e-05
158,1.6548964296068465,0.8837508903698664,0.6893558450411859,7.850000000000001e-05
159,1.70086784022195,0.880801772966066,0.690079172820677,7.900000000000001e-05
160,1.6137069293430872,0.8889514047031047,0.692448236580375,7.950000000000001e-05
161,1.587101834160941,0.9010346147157309,0.6927648440483782,8e-05
162,1.6884082044873918,0.8900000416236126,0.6942122426987694,8.05e-05
163,1.6218467950820923,0.887793560878593,0.6867616385024152,8.1e-05
164,1.5913090876170568,0.8824260458280452,0.6942874459093349,8.15e-05
165,1.6791478054864066,0.8903620596617677,0.688925104662978,8.2e-05
166,1.5926954065050398,0.8947056337812507,0.6947970692528783,8.25e-05
167,1.6404661451067244,0.8952388033799725,0.692436592495329,8.3e-05
168,1.5971356970923287,0.8938281187702679,0.6955157039986382,8.35e-05
169,1.6020864248275757,0.8983607439974479,0.6923290908287765,8.4e-05
170,1.6257001161575317,0.8977833740751685,0.6931120565348213,8.450000000000001e-05
171,1.6141459260668074,0.8973104378443248,0.6868887664354268,8.5e-05
172,1.6349625757762365,0.8939209165458222,0.6952251098734958,8.55e-05
173,1.6571780443191528,0.8980639016717006,0.6885784325516392,8.6e-05
174,1.642371688570295,0.8827298785381216,0.6906108813491977,8.65e-05
175,1.600869127682277,0.8864051950314583,0.6897212163700924,8.7e-05
176,1.6367730413164412,0.8833562256272666,0.6948428438046936,8.75e-05
177,1.6094118186405726,0.8868030587583686,0.6851242163111882,8.800000000000001e-05
178,1.6131571531295776,0.8864994178723774,0.6948695730084151,8.850000000000001e-05
179,1.6242722272872925,0.8795160024457902,0.6852339266777755,8.900000000000001e-05
180,1.6286541053227015,0.8860204349469867,0.694673686427953,8.950000000000001e-05
181,1.6224281617573328,0.8854132563485265,0.6922030763226317,9e-05
182,1.6296157155718123,0.9019539658335493,0.6981096394421717,9.05e-05
183,1.604405335017613,0.8992889380845698,0.6977068025094435,9.1e-05
184,1.645126393863133,0.8886535448625331,0.6952191957009509,9.15e-05
185,1.589298129081726,0.8919243082934708,0.6983684201176497,9.200000000000001e-05
186,1.5665291207177299,0.8966249121172086,0.6923865527319535,9.250000000000001e-05
187,1.638262220791408,0.8873040612128589,0.6986575761672762,9.300000000000001e-05
188,1.6203653642109461,0.8948658344255082,0.6892784703456685,9.350000000000001e-05
189,1.6242054530552454,0.9048312911068105,0.7019202627150047,9.4e-05
190,1.654067976134164,0.9075180579102413,0.698315415250118,9.449999999999999e-05
191,1.6218491622379847,0.8951959270661891,0.6976468105857608,9.5e-05
192,1.5910286222185408,0.8862099656148968,0.6907176178373409,9.55e-05
193,1.6252481767109461,0.8839204038616675,0.6923857409590504,9.6e-05
194,1.6130540370941162,0.8919576696485294,0.6944866670217261,9.65e-05
195,1.6025416340146745,0.8878460592579248,0.6906512046477903,9.7e-05
196,1.6303174495697021,0.8760829594695076,0.6873529177888037,9.75e-05
197,1.5903852837426322,0.8908430391914776,0.6957108677593219,9.8e-05
198,1.6120189258030482,0.8892520335878842,0.6873184012533707,9.850000000000001e-05
199,1.56283358165196,0.8955479490725982,0.6949979105828978,9.900000000000001e-05
200,1.546598025730678,0.8953242207692327,0.6971818964744679,9.95e-05
201,1.6034294877733504,0.9100135658136252,0.6916906185815641,0.0001
202,1.6436743225370134,0.9128140340743498,0.7116922227503073,9.999992460720775e-05
203,1.5816587039402552,0.905437038588673,0.6914384267911076,9.999969842906063e-05
204,1.59182642187391,0.8913836681450837,0.6990031968768862,9.999932146624763e-05
205,1.5992636510304041,0.8960808711758914,0.6936180760665684,9.999879371991704e-05
206,1.611595528466361,0.8863493454793065,0.6922733377937906,9.999811519167648e-05
207,1.5964094741003854,0.8973262545570666,0.692061308036568,9.999728588359285e-05
208,1.560576013156346,0.905449144080233,0.7023596814689792,9.999630579819237e-05
209,1.5591311284473963,0.9112118025259088,0.7044618077937149,9.999517493846056e-05
210,1.5585870572498866,0.8995524154245188,0.7047965874168941,9.99938933078422e-05
211,1.5968974828720093,0.8876747025605606,0.6874054527780951,9.999246091024137e-05
212,1.6267251798084803,0.9022732821359923,0.7106569309164339,9.99908777500214e-05
213,1.6135149512972151,0.9060621370058943,0.6960296309790712,9.998914383200485e-05
214,1.6070581674575806,0.9051271534353781,0.7004407755864107,9.998725916147358e-05
215,1.5702927793775285,0.9069728254811519,0.6936520413346776,9.998522374416856e-05
216,1.5527647563389368,0.9038640916796374,0.7037160496064055,9.998303758629009e-05
217,1.5626542057309831,0.9018502900590433,0.6931841058427619,9.998070069449754e-05
218,1.5748427765710014,0.907876954419868,0.7065511651091951,9.997821307590952e-05
219,1.6102656807218279,0.9306016678870241,0.7028376489974772,9.997557473810373e-05
220,1.5926138162612915,0.9201764188580162,0.7176374653510031,9.9972785689117e-05
221,1.5711441210338049,0.9299366467628329,0.6993630104508697,9.996984593744525e-05
222,1.516852787562779,0.9094403415910548,0.7033921740024799,9.996675549204349e-05
223,1.5656829731804984,0.8996135492158631,0.6940051692039123,9.996351436232574e-05
224,1.570294908114842,0.8976355146179954,0.6984370610686188,9.996012255816509e-05
225,1.512819528579712,0.9154136219746023,0.700899037274736,9.99565800898935e-05
226,1.6138461657932825,0.9119877699810217,0.7020620685187129,9.995288696830197e-05
227,1.5907271589551653,0.9183793367001978,0.7008207270586012,9.994904320464039e-05
228,1.519200086593628,0.9218164760586407,0.6986674514769246,9.994504881061753e-05
229,1.5398560081209456,0.9085224745381226,0.7046213195050985,9.9940903798401e-05
230,1.52845413344247,0.9155094368949163,0.7010682466920802,9.993660818061722e-05
231,1.4908746310642786,0.9245029690437795,0.7127316860016298,9.99321619703514e-05
232,1.5526950870241438,0.9248852711174179,0.7048464453407188,9.992756518114748e-05
233,1.593652878488813,0.9061412105850685,0.7125549588350031,9.992281782700807e-05
234,1.5396691049848283,0.9149980075608923,0.6957431320258426,9.99179199223944e-05
235,1.5329738514763969,0.9039498249432587,0.6997981273833245,9.991287148222639e-05
236,1.501232351575579,0.9014624066306732,0.7017995639144641,9.990767252188241e-05
237,1.5491605486188615,0.8970047117034516,0.7032431009705343,9.990232305719945e-05
238,1.4838986907686507,0.9132785224814032,0.7000573534295492,9.989682310447287e-05
239,1.5386559452329363,0.9032654050789681,0.6979349557769196,9.989117268045648e-05
240,1.532588175364903,0.9113652421275669,0.7113763084510409,9.988537180236247e-05
241,1.5330118451799666,0.9081291921996952,0.699347328983185,9.98794204878613e-05
242,1.4999137095042638,0.914482650674108,0.708147969004222,9.987331875508173e-05
243,1.5106074128832137,0.9193704509026372,0.6980012542956053,9.986706662261068e-05
244,1.4950858865465437,0.9113812179877357,0.7126624810757477,9.986066410949324e-05
245,1.5059470960072108,0.9223640996324389,0.6961162374356105,9.985411123523257e-05
246,1.5380194527762276,0.9017044852980257,0.7108960959151104,9.984740801978984e-05
247,1.469102246420724,0.9120021280440556,0.6951686697210061,9.984055448358424e-05
248,1.5591459103993006,0.957468599788841,0.7458820905403624,9.983355064749282e-05
249,1.5446417331695557,0.9254959545900154,0.7026460996382476,9.982639653285048e-05
250,1.5052797624043055,0.9016561686232389,0.7040943581688441,9.981909216144986e-05
251,1.4969540664127894,0.9081762211721056,0.6934365614669761,9.981163755554141e-05
252,1.5135661023003715,0.9316954929948722,0.7019384499982633,9.98040327378331e-05
253,1.544455885887146,0.8909661006959322,0.6929116787292475,9.979627773149053e-05
254,1.4903781754629952,0.9044421886575584,0.6934751828562954,9.978837256013682e-05
255,1.5249663421085902,0.9043865569497936,0.7080024513742091,9.978031724785247e-05
256,1.556086846760341,0.8953859097612022,0.685374049633594,9.977211181917536e-05
257,1.5745501688548498,0.887065068674322,0.6949025386128374,9.976375629910064e-05
258,1.5096341201237269,0.8943236687612889,0.6906754086719926,9.975525071308072e-05
259,1.4957991668156214,0.8925684611356355,0.6880725134703594,9.974659508702503e-05
260,1.4882102864129203,0.905210841382255,0.6964430902461582,9.973778944730012e-05
261,1.464885984148298,0.9098501135393303,0.6980542676348631,9.972883382072954e-05
262,1.4741548470088415,0.9172996263958181,0.7003416703081682,9.971972823459364e-05
263,1.45148994241442,0.9111203817084172,0.7021815280267409,9.971047271662961e-05
264,1.500949808529445,0.9195559898747175,0.7078009492495492,9.97010672950314e-05
265,1.445020352091108,0.9144861268048887,0.7008416997243966,9.969151199844953e-05
266,1.4906031404222762,0.9129504772753982,0.7006089466121769,9.968180685599109e-05
267,1.4494038820266724,0.9074932163886454,0.6992401552934595,9.967195189721962e-05
268,1.4601521151406425,0.9180783371773988,0.7060252521490532,9.966194715215507e-05
269,1.4436651638575964,0.927586784775601,0.7052856096403467,9.965179265127358e-05
270,1.4501650503703527,0.9207675341559911,0.7034501439066649,9.964148842550756e-05
271,1.448470916066851,0.9335211944590308,0.7142490033208322,9.963103450624544e-05
272,1.4511783123016357,0.9307411993348197,0.7112298534850406,9.96204309253317e-05
273,1.441024695123945,0.9451271234555395,0.7174662000272568,9.960967771506667e-05
274,1.4306276185171944,0.9203191290184919,0.7060709068864557,9.959877490820648e-05
275,1.4274054084505354,0.9188225314235466,0.7156919352536052,9.958772253796298e-05
276,1.4324150936944144,0.9133920018584468,0.7001567004545489,9.957652063800363e-05
277,1.3824351004191808,0.9167574449983931,0.7130146353015971,9.956516924245132e-05
278,1.400045939854213,0.9273735005977832,0.7049978251026733,9.95536683858844e-05
279,1.4097525562558855,0.9293024551578248,0.7268851913407517,9.954201810333646e-05
280,1.4527470214026315,0.9221607760866545,0.7081362008689002,9.95302184302963e-05
281,1.4133344377790178,0.920928054607911,0.7081714571675638,9.951826940270773e-05
282,1.3809186901365007,0.9198501859962863,0.7076289520291748,9.95061710569696e-05
283,1.4546885660716466,0.9185451870781194,0.6989493151856968,9.949392342993555e-05
284,1.408265267099653,0.9260817402645505,0.7218633375430746,9.948152655891399e-05
285,1.4294058425085885,0.9214657024215936,0.6995435865042282,9.946898048166793e-05
286,1.4415223428181239,0.9186424064896062,0.7128542240744323,9.945628523641488e-05
287,1.3806260483605521,0.9176471638334718,0.7067759826344955,9.94434408618268e-05
288,1.45912880556924,0.919601460352076,0.7098773708443056,9.943044739702984e-05
289,1.4047582575253077,0.93371244276942,0.7296744309335738,9.941730488160438e-05
290,1.422545007296971,0.9084365854552523,0.709045747476496,9.940401335558477e-05
291,1.4308594465255737,0.9358891556840814,0.7036445270582952,9.939057285945933e-05
292,1.389657633645194,0.9582932793668154,0.7388583206513327,9.937698343417012e-05
293,1.4253891706466675,0.9246102637581644,0.7044703751293564,9.93632451211129e-05
294,1.3640709263937814,0.9240058575320902,0.7094340623577768,9.934935796213697e-05
295,1.3693601744515556,0.9435627865433379,0.7268639693641579,9.933532199954499e-05
296,1.3746873821531023,0.933205433861082,0.7118549222512204,9.932113727609297e-05
297,1.346366047859192,0.9511709884460867,0.7349532019295352,9.930680383499e-05
298,1.363456232207162,0.9281775723993105,0.7114001127913055,9.929232171989825e-05
299,1.3296958378383092,0.9316266541685849,0.7246030375069263,9.927769097493277e-05
300,1.3424335888453893,0.9334013343593799,0.718692284211115,9.926291164466132e-05
301,1.3496753147670202,0.9389075941974371,0.7151671181717545,9.92479837741043e-05
302,1.3388046196528844,0.937349022900011,0.7235891939657599,9.923290740873462e-05
303,1.3060627664838518,0.9640135304692631,0.7246572816669706,9.921768259447748e-05
304,1.33374057497297,0.9635452775901779,0.7143187455962022,9.920230937771032e-05
305,1.3557310104370117,0.9493900576341935,0.7333098002124471,9.918678780526262e-05
306,1.343457647732326,0.9199640426677058,0.6978535863599558,9.917111792441576e-05
307,1.3437893731253487,0.9345366594280721,0.7074457412689804,9.915529978290294e-05
308,1.3147277661732264,0.9516801425165133,0.7267072878144352,9.913933342890895e-05
309,1.3021750279835291,0.9553407342420981,0.7093682905989213,9.91232189110701e-05
310,1.3425320386886597,0.9533952471084542,0.7181730285149269,9.910695627847396e-05
311,1.345041309084211,0.9495708778548024,0.7141090888299895,9.909054558065937e-05
312,1.2663122926439558,0.9553596567501625,0.7211797339901119,9.907398686761613e-05
313,1.2868693215506417,0.9647011205745076,0.7252601109417325,9.905728018978499e-05
314,1.3118859018598283,0.9477719291941739,0.718506503794839,9.904042559805734e-05
315,1.272734420640128,0.9530505806782841,0.7234421904554907,9.902342314377523e-05
316,1.3058403730392456,0.9466850917476,0.7201947039998641,9.900627287873108e-05
317,1.250620654651097,0.9444819782111675,0.719451717882379,9.898897485516753e-05
318,1.24348760502679,0.9454183299654586,0.7275435536881807,9.897152912577741e-05
319,1.2990305253437586,0.945285237029545,0.7216118906593969,9.895393574370342e-05
320,1.319830332483564,0.9408013287662127,0.7263432683309745,9.893619476253804e-05
321,1.2721351725714547,0.9348088559896102,0.7208190699153342,9.891830623632339e-05
322,1.3371754544121879,0.9433816879660123,0.7086817488697891,9.8900270219551e-05
323,1.25384407384055,0.9671777401592933,0.7284864108204782,9.888208676716175e-05
324,1.2360997710909163,0.944342132401819,0.7244754475622773,9.886375593454556e-05
325,1.3270125218800135,0.9631511532226825,0.7119711449547319,9.884527777754132e-05
326,1.2585558210100447,0.9484140675808822,0.7255991914787464,9.882665235243671e-05
327,1.2429879903793335,0.9517816446881359,0.7200652154808701,9.8807879715968e-05
328,1.235654013497489,0.9610362763449518,0.7250369072802656,9.87889599253199e-05
329,1.2453820364815849,0.9424828668662973,0.7350457818607025,9.876989303812539e-05
330,1.2079334259033203,0.9262460424345161,0.7120524269313792,9.875067911246548e-05
331,1.2288065637860979,0.9448782546996694,0.721917046169001,9.873131820686915e-05
332,1.2567617893218994,0.9468601853838859,0.7233323191261064,9.871181038031306e-05
333,1.2187322889055525,0.9454563531903987,0.7260986768891305,9.869215569222144e-05
334,1.2460995061056954,0.9493420435210553,0.7217672911630995,9.867235420246587e-05
335,1.2222280672618322,0.9662624100857846,0.7200759612603814,9.865240597136514e-05
336,1.2426087856292725,0.9590928605483543,0.7303909295940946,9.8632311059685e-05
337,1.1985256246158056,0.945363957821837,0.7307402403455706,9.861206952863805e-05
338,1.2122829130717687,0.9434058257292136,0.718152473081645,9.859168143988349e-05
339,1.200115442276001,0.9486861204256373,0.7191058239596005,9.8571146855527e-05
340,1.1623234919139318,0.9509144651830689,0.7329582117768804,9.855046583812045e-05
341,1.1813009636742728,0.9821102010523696,0.7419369737737443,9.852963845066182e-05
342,1.212649209158761,0.955102024296141,0.7230399898099095,9.850866475659497e-05
343,1.1303599391664778,0.9390266222525543,0.7243985844985077,9.848754481980938e-05
344,1.1119137150900704,0.9766703574294795,0.736697861953557,9.846627870464004e-05
345,1.1227520108222961,0.9491485728953571,0.7316615765703655,9.844486647586725e-05
346,1.1546039240700858,0.9376489210984091,0.7318155541266347,9.842330819871633e-05
347,1.2021496636526925,1.019018696295137,0.7409102129681147,9.840160393885759e-05
348,1.1766413450241089,0.9453223692104299,0.7247533316776856,9.837975376240591e-05
349,1.140337986605508,0.9585463134889017,0.7325403417660803,9.835775773592076e-05
350,1.1700903517859322,0.9743844303493346,0.7210577384103454,9.833561592640581e-05
351,1.1850158146449499,0.9876080992967062,0.7253836638063044,9.831332840130888e-05
352,1.2107242771557398,0.9774816223316404,0.746471565046517,9.829089522852164e-05
353,1.1924969383648463,0.9738698797893438,0.7212701675489441,9.826831647637942e-05
354,1.2159405095236642,0.9966044649354084,0.7374864740650878,9.824559221366101e-05
355,1.1655665465763636,0.9929423116891553,0.7445154589066926,9.822272250958845e-05
356,1.0727128982543945,0.9601379133235729,0.7336652674883487,9.819970743382684e-05
357,1.0643090179988317,0.960990505726438,0.7277873584697384,9.817654705648409e-05
358,1.1249553646360124,0.9979306809891828,0.735156056807326,9.815324144811071e-05
359,1.1639458281653268,0.9922637197673398,0.7411381020992714,9.812979067969963e-05
360,1.124550189290728,0.9777677821132609,0.7462174541075234,9.810619482268596e-05
361,1.1399457880428858,0.9719887665797391,0.7289618555899503,9.808245394894679e-05
362,1.0821838293756758,0.9963733659277217,0.7417941740550207,9.805856813080092e-05
363,1.1126069000789098,0.9820058684165244,0.7534171944564967,9.803453744100869e-05
364,1.0844429901668005,0.9563826733553911,0.732376399039353,9.801036195277176e-05
365,1.1299468874931335,0.9599630717211401,0.7136256963711322,9.798604173973285e-05
366,1.0804154787744795,1.0037157299045392,0.7403510614929434,9.796157687597556e-05
